money_received~|~Money Received~|~అందిన డబ్బు
money_spent~|~Money Spent~|~ఖర్చు చేసిన డబ్బు
month_totals_from_ledger_note~|~These totals come from the day ledger, not from the rows listed above.~|~ఈ మొత్తాలు పైన ఉన్న వరుసల నుండి కాదు, రోజు లెడ్జర్ నుండి వచ్చాయి.
monthly~|~Monthly~|~నెలవారీ
monthly_closing~|~Monthly Closing~|~నెలవారీ ముగింపు
months~|~Months~|~నెలలు
more_options~|~More Options~|~మరిన్ని ఎంపికలు
more_than_the_instalment~|~More Than The Instalment~|~వాయిదా కంటే ఎక్కువ
move_cash_to_float_note~|~Move cash from your own balance into {name}'s float.~|~మీ సొంత నిల్వ నుండి {name} యొక్క ఫ్లోట్‌కు నగదు తరలించండి.
must_be_10_digits~|~Must be 10 digits~|~10 అంకెలు ఉండాలి
must_be_12_digits~|~Must be 12 digits~|~12 అంకెలు ఉండాలి
my_account~|~My Account~|~నా ఖాతా
my_compensation~|~My Compensation~|~నా వేతనం
my_investments~|~My Investments~|~నా పెట్టుబడులు
my_loans~|~My Loans~|~నా రుణాలు
my_profile~|~My Profile~|~నా ప్రొఫైల్
my_profile_memberships~|~My Profile / Memberships~|~నా ప్రొఫైల్ / సభ్యత్వాలు
my_profile_memberships_title~|~My Profile / Memberships~|~నా ప్రొఫైల్ / సభ్యత్వాలు
my_statements~|~My Statements~|~నా స్టేట్‌మెంట్‌లు
my_summary~|~My Summary~|~నా సారాంశం
my_work~|~My Work~|~నా పని
n_of_m_selected~|~{count} of {total} selected~|~{total}లో {count} ఎంచుకోబడ్డాయి
n_selected~|~{count} Selected~|~{count} ఎంచుకోబడ్డాయి
name_field~|~Name *~|~పేరు *
name_in_telugu_helper~|~Shown in the app only. Your Aadhaar name above stays on official records.~|~యాప్‌లో మాత్రమే కనిపిస్తుంది. అధికారిక రికార్డులలో పైన ఉన్న ఆధార్ పేరే ఉంటుంది.
name_in_telugu_optional_field~|~Name in Telugu (optional)~|~తెలుగులో పేరు (ఐచ్ఛికం)
natural_disaster~|~Natural Disaster~|~ప్రకృతి వైపరీత్యం
need_guarantor~|~Need Guarantor?~|~పూచీకత్తుదారు అవసరమా?
need_guarantor_question~|~Need Guarantor?~|~పూచీకత్తుదారు అవసరమా?
needs_your_approval~|~Needs Your Approval~|~మీ ఆమోదం కావాలి
net_cash_movement~|~Net Cash Movement~|~నికర నగదు కదలిక
net_change_this_view~|~Net Change (This View)~|~నికర మార్పు (ఈ వీక్షణ)
net_position~|~Net position~|~నికర స్థితి
never~|~Never~|~ఎప్పుడూ లేదు
never_deletes_history_note~|~This never deletes {name}'s history — only changes their membership status.~|~ఇది {name} యొక్క చరిత్రను ఎప్పుడూ తొలగించదు — వారి సభ్యత్వ స్థితిని మాత్రమే మారుస్తుంది.
new person~|~New Person~|~కొత్త వ్యక్తి
new_balance~|~New Balance: {amount}~|~కొత్త బ్యాలెన్స్: {amount}
new_customer_present_note~|~New customer must be physically present — this reuses the same registration fields as account registration.~|~కొత్త కస్టమర్ ప్రత్యక్షంగా హాజరు కావాలి — ఇది ఖాతా నమోదు వలె అదే నమోదు ఫీల్డ్‌లను తిరిగి ఉపయోగిస్తుంది.
new_loan~|~New Loan~|~కొత్త రుణం
new_loan_cash_note~|~Money going out today, from your cash in hand.~|~ఈ రోజు మీ చేతిలోని నగదు నుండి వెళ్తున్న డబ్బు.
new_mlid_note~|~New MLID: {mlid}~|~కొత్త MLID: {mlid}
new_password_field~|~New Password *~|~కొత్త పాస్‌వర్డ్ *
new_penalty_amount~|~New Penalty Amount~|~కొత్త జరిమానా మొత్తం
new_person~|~New Person~|~కొత్త వ్యక్తి
next_due_note~|~Next due {amount} on {date}~|~తదుపరి బకాయి {amount}, {date}న
next_installment~|~Next Installment~|~తదుపరి వాయిదా
next_payment_due~|~Next Payment Due~|~తదుపరి చెల్లింపు గడువు
next_step~|~Next Step~|~తదుపరి దశ
no~|~No~|~కాదు
no_access_days_granted~|~No access days granted this session.~|~ఈ సెషన్‌లో యాక్సెస్ రోజులు మంజూరు కాలేదు.
no_account_periods_yet_detail~|~{count} of your areas are assigned to an agent, so a period was expected here. Pull to refresh; if it stays empty this is worth reporting.~|~మీ ప్రాంతాలలో {count} ఏజెంట్‌కు కేటాయించబడ్డాయి, కాబట్టి ఇక్కడ ఒక వ్యవధి ఆశించబడింది. రిఫ్రెష్ చేయడానికి లాగండి; అది ఖాళీగానే ఉంటే ఇది నివేదించదగినది.
no_account_periods_yet_headline~|~No account periods yet~|~ఇంకా ఖాతా వ్యవధులు లేవు
no_accounts_pending_review~|~No accounts pending review.~|~సమీక్షకు పెండింగ్ ఖాతాలు లేవు.
no_active_agents_found~|~No active agents found.~|~యాక్టివ్ ఏజెంట్లు కనుగొనబడలేదు.
no_active_agents_note~|~No Active agents in this business yet — add one from Workforce Management first. If you work this round yourself, add yourself as an agent.~|~ఈ వ్యాపారంలో ఇంకా యాక్టివ్ ఏజెంట్లు లేరు — ముందుగా వర్క్‌ఫోర్స్ మేనేజ్‌మెంట్ నుండి ఒకరిని జోడించండి. మీరే ఈ రౌండ్ చేస్తుంటే, మిమ్మల్ని ఏజెంట్‌గా జోడించండి.
no_active_members_yet~|~No active members yet.~|~ఇంకా యాక్టివ్ సభ్యులు లేరు.
no_activity_today~|~No activity yet today.~|~ఈరోజు ఇంకా కార్యకలాపం లేదు.
no_address_on_file~|~No address on file.~|~ఫైల్‌లో చిరునామా లేదు.
no_admin_security_events_this_day~|~No administrative/security events this day.~|~ఈ రోజు పరిపాలనా/భద్రతా సంఘటనలు లేవు.
no_agent_assigned~|~No agent assigned~|~ఏ ఏజెంట్ కేటాయించలేదు
no_agent_assigned_area_detail~|~Account periods open when you assign an operating area to an agent. None of your {count} areas has one yet. If you work a round yourself, add yourself as an agent and assign it to you.~|~మీరు ఒక పని ప్రాంతాన్ని ఏజెంట్‌కు కేటాయించినప్పుడు ఖాతా వ్యవధులు తెరుచుకుంటాయి. మీ {count} ప్రాంతాలలో దేనికీ ఇంకా ఒకటి లేదు. మీరే ఒక రౌండ్ చేస్తుంటే, మిమ్మల్ని ఏజెంట్‌గా జోడించి దాన్ని మీకు కేటాయించండి.
no_agent_assigned_area_headline~|~No agent is assigned to an area yet~|~ఇంకా ఏ ప్రాంతానికి ఏజెంట్ కేటాయించలేదు
no_agent_assigned_not_worked~|~No agent assigned — not being worked~|~ఏ ఏజెంట్ కేటాయించలేదు — పని జరగడం లేదు
no_agents_match_view~|~No agents match this view.~|~ఈ వీక్షణకు సరిపోలే ఏజెంట్లు లేరు.
no_agreements_yet~|~No agreements created yet.~|~ఇంకా ఒప్పందాలు సృష్టించలేదు.
no_areas_assigned_yet~|~No areas assigned yet.~|~ఇంకా ప్రాంతాలు కేటాయించలేదు.
no_areas_enabled~|~No areas enabled for you yet. Contact your Owner.~|~మీ కోసం ఇంకా ఏ ప్రాంతం ప్రారంభించలేదు. మీ యజమానిని సంప్రదించండి.
no_assigned_customers_match~|~No assigned customers match this view.~|~ఈ వీక్షణకు సరిపోలే కేటాయించిన కస్టమర్లు లేరు.
no_bf_assignment_note~|~No BF Cash assignment found for this session yet — loan issuance is blocked until the Owner grants BF Cash access via AG-001's Opening BF gate.~|~ఈ సెషన్‌కు ఇంకా BF నగదు కేటాయింపు కనుగొనబడలేదు — యజమాని BF నగదు యాక్సెస్ మంజూరు చేసే వరకు రుణ జారీ నిలిపివేయబడింది.
no_bf_granted_yet~|~No BF Granted Yet~|~ఇంకా BF మంజూరు కాలేదు
no_business_days_yet~|~No business days recorded yet.~|~ఇంకా వ్యాపార దినాలు నమోదు కాలేదు.
no_business_linked~|~No Business Linked~|~ఏ వ్యాపారం లింక్ చేయబడలేదు
no_business_linked_note~|~You're not yet linked to a business. Create a new one, or contact the Owner if you're expecting an existing invitation.~|~మీరు ఇంకా ఏ వ్యాపారంతో లింక్ కాలేదు. కొత్తది సృష్టించండి, లేదా ఇప్పటికే ఉన్న ఆహ్వానం ఆశిస్తుంటే యజమానిని సంప్రదించండి.
no_business_memberships_found~|~No Business Memberships found.~|~వ్యాపార సభ్యత్వాలు కనుగొనబడలేదు.
no_business_memberships_yet~|~No Business Memberships Yet~|~ఇంకా వ్యాపార సభ్యత్వాలు లేవు
no_businesses_found~|~No businesses found.~|~వ్యాపారాలు కనుగొనబడలేదు.
no_businesses_matched~|~No businesses matched your search.~|~మీ శోధనకు వ్యాపారాలు సరిపోలలేదు.
no_businesses_yet_note~|~No businesses yet. Tap "Create Business" to get started.~|~ఇంకా వ్యాపారాలు లేవు. ప్రారంభించడానికి "వ్యాపారం సృష్టించండి" నొక్కండి.
no_chetis_yet_note~|~No cheetis yet. Add one you are already paying, or a new one you have just joined.~|~ఇంకా చీటీలు లేవు. మీరు ఇప్పటికే చెల్లిస్తున్న ఒకదాన్ని, లేదా కొత్తగా చేరిన ఒకదాన్ని జోడించండి.
no_closed_accounts_this_month~|~No closed business-day-accounts this month yet.~|~ఈ నెల ఇంకా మూసివేసిన వ్యాపార-దిన-ఖాతాలు లేవు.
no_collection~|~Didn't Collect~|~వసూలు కాలేదు
no_collection_visit_without_payment~|~No Collection (Visit Without Payment)~|~వసూలు లేదు (చెల్లింపు లేకుండా సందర్శన)
no_collections_this_day~|~No collections this day.~|~ఈ రోజు వసూళ్లు లేవు.
no_collections_yet~|~No collections yet.~|~ఇంకా వసూళ్లు లేవు.
no_confirmed_payments_yet~|~No confirmed payments yet.~|~ఇంకా నిర్ధారించిన చెల్లింపులు లేవు.
no_corrections_adjustments_this_day~|~No corrections/adjustments this day.~|~ఈ రోజు సరిదిద్దుబాట్లు/సర్దుబాట్లు లేవు.
no_customers_due_right_now~|~No customers due right now.~|~ప్రస్తుతం ఎవరూ బకాయి లేరు.
no_customers_match_view~|~No customers match this view.~|~ఈ వీక్షణకు సరిపోలే కస్టమర్లు లేరు.
no_duplicate_loan~|~No Duplicate Loan~|~నకిలీ రుణం లేదు
no_entries_yet~|~No entries yet.~|~ఇంకా ఎంట్రీలు లేవు.
no_expenses_this_day~|~No expenses this day.~|~ఈ రోజు ఖర్చులు లేవు.
no_groups_yet~|~No groups yet~|~ఇంకా గ్రూపులు లేవు
no_groups_yet_detail~|~A group is formed from customers who already have a loan — it groups them for collection only, and does not merge their money. Create the loans first, then come back and group them.~|~ఇప్పటికే రుణం ఉన్న కస్టమర్ల నుండి గ్రూప్ ఏర్పడుతుంది — ఇది వసూలు కోసం మాత్రమే వారిని కలుపుతుంది, వారి డబ్బును కలపదు. ముందుగా రుణాలు సృష్టించి, తర్వాత వాటిని గ్రూప్ చేయండి.
no_guarantor~|~No Guarantor~|~పూచీకత్తుదారు లేరు
no_history_yet~|~No history yet.~|~ఇంకా చరిత్ర లేదు.
no_identity_found~|~No identity found.~|~గుర్తింపు కనుగొనబడలేదు.
no_im_new~|~No, I'm new~|~లేదు, నేను కొత్తవాడిని
no_impact_rows~|~No impact rows returned.~|~ప్రభావ వరుసలు తిరిగి రాలేదు.
no_interest_ledger_entries_yet~|~No interest ledger entries yet.~|~ఇంకా వడ్డీ లెడ్జర్ ఎంట్రీలు లేవు.
no_investments_note~|~Your Business Membership is active. The Owner records the actual investment (Amount, ROI, Interest Method) after receiving funds offline — it will appear here once entered.~|~మీ వ్యాపార సభ్యత్వం యాక్టివ్‌గా ఉంది. యజమాని ఆఫ్‌లైన్‌లో నిధులు అందుకున్న తర్వాత అసలు పెట్టుబడిని (మొత్తం, ROI, వడ్డీ పద్ధతి) నమోదు చేస్తారు — నమోదైన తర్వాత ఇక్కడ కనిపిస్తుంది.
no_investments_recorded_yet~|~No Investments Recorded Yet~|~ఇంకా పెట్టుబడులు నమోదు కాలేదు
no_investor_deposits_this_day~|~No investor deposits this day.~|~ఈ రోజు పెట్టుబడిదారు జమలు లేవు.
no_investor_withdrawals_this_day~|~No investor withdrawals this day.~|~ఈ రోజు పెట్టుబడిదారు ఉపసంహరణలు లేవు.
no_investors_match_view~|~No investors match this view.~|~ఈ వీక్షణకు సరిపోలే పెట్టుబడిదారులు లేరు.
no_loans_distributed_this_day~|~No loans distributed this day.~|~ఈ రోజు రుణాలు పంపిణీ చేయబడలేదు.
no_loans_in_business_note~|~You have no loans in this Business yet.~|~ఈ వ్యాపారంలో మీకు ఇంకా రుణాలు లేవు.
no_loans_yet~|~No Loans Yet~|~ఇంకా రుణాలు లేవు
no_loans_yet_period~|~No loans yet.~|~ఇంకా రుణాలు లేవు.
no_match_create_new_identity~|~No Match Found — Create New Identity~|~సరిపోలిక కనుగొనబడలేదు — కొత్త గుర్తింపును సృష్టించండి
no_match_found_note~|~No match found yet — search to look up this MLID.~|~ఇంకా సరిపోలిక కనుగొనబడలేదు — ఈ MLID కోసం శోధించండి.
no_matching_business_note~|~No matching business found. Check the name/MLBI and try again.~|~సరిపోలే వ్యాపారం కనుగొనబడలేదు. పేరు/MLBI తనిఖీ చేసి మళ్లీ ప్రయత్నించండి.
no_matching_customer~|~No matching customer found.~|~సరిపోలే కస్టమర్ కనుగొనబడలేదు.
no_matching_customer_note~|~No matching customer. New customers must be physically present and created via Customer Management before a first loan can be issued.~|~సరిపోలే కస్టమర్ లేరు. మొదటి రుణం జారీ చేయడానికి ముందు కొత్త కస్టమర్లు ప్రత్యక్షంగా హాజరై కస్టమర్ నిర్వహణ ద్వారా సృష్టించబడాలి.
no_member_selected_note~|~No member selected — create or select a member first.~|~ఏ సభ్యుడు ఎంచుకోబడలేదు — ముందుగా ఒక సభ్యుడిని సృష్టించండి లేదా ఎంచుకోండి.
no_notifications~|~No notifications.~|~నోటిఫికేషన్‌లు లేవు.
no_notifications_yet~|~No notifications yet.~|~ఇంకా నోటిఫికేషన్‌లు లేవు.
no_open_drafts_note~|~No open drafts. Interrupted entries you Save Draft on will show up here.~|~తెరిచిన ముసాయిదాలు లేవు. మీరు ముసాయిదాగా సేవ్ చేసిన అంతరాయ ఎంట్రీలు ఇక్కడ కనిపిస్తాయి.
no_operating_areas_added~|~No Operating Areas added yet.~|~ఇంకా పని ప్రాంతాలు జోడించలేదు.
no_operating_areas_assigned~|~No Operating Areas currently assigned.~|~ప్రస్తుతం పని ప్రాంతాలు కేటాయించలేదు.
no_operating_areas_note~|~No Operating Areas exist yet for this business — add one from Business Management first.~|~ఈ వ్యాపారానికి ఇంకా పని ప్రాంతాలు లేవు — ముందుగా వ్యాపార నిర్వహణ నుండి ఒకటి జోడించండి.
no_operating_areas_yet~|~No Operating Areas yet.~|~ఇంకా పని ప్రాంతాలు లేవు.
no_operating_areas_yet_detail~|~An account period covers one operating area. Add an area first, then assign it to an agent.~|~ఖాతా వ్యవధి ఒక పని ప్రాంతాన్ని కవర్ చేస్తుంది. ముందుగా ఒక ప్రాంతాన్ని జోడించి, తర్వాత దాన్ని ఏజెంట్‌కు కేటాయించండి.
no_operating_areas_yet_headline~|~No operating areas yet~|~ఇంకా పని ప్రాంతాలు లేవు
no_other_active_agent_note~|~No other active agent to transfer to.~|~బదిలీ చేయడానికి మరో యాక్టివ్ ఏజెంట్ లేరు.
no_owner_restrictions~|~No Owner Restrictions~|~యజమాని ఆంక్షలు లేవు
no_payments_yet~|~No payments yet.~|~ఇంకా చెల్లింపులు లేవు.
no_pending_approval~|~No Pending Approval~|~పెండింగ్ ఆమోదం లేదు
no_pending_loan_requests~|~No pending loan requests.~|~పెండింగ్ రుణ అభ్యర్థనలు లేవు.
no_pending_withdrawal_requests~|~No pending withdrawal requests.~|~పెండింగ్ ఉపసంహరణ అభ్యర్థనలు లేవు.
no_permission_view_customers~|~You do not have permission to view customers on this business.~|~ఈ వ్యాపారంలో కస్టమర్లను చూడటానికి మీకు అనుమతి లేదు.
no_profit_share_declarations_yet~|~No profit share declarations yet.~|~ఇంకా లాభ వాటా ప్రకటనలు లేవు.
no_remarks_yet~|~No remarks yet.~|~ఇంకా వ్యాఖ్యలు లేవు.
no_route_assigned~|~No route assigned for the enabled areas in this session.~|~ఈ సెషన్‌లో ప్రారంభించిన ప్రాంతాలకు ఏ మార్గం కేటాయించలేదు.
no_schedule_available~|~No schedule available.~|~షెడ్యూల్ అందుబాటులో లేదు.
no_short_excess_adjustments~|~No Short/Excess adjustments.~|~తక్కువ/అధిక సర్దుబాట్లు లేవు.
no_short_to_record~|~Nothing Owed~|~ఏమీ బాకీ లేదు
no_transactions_match_filters~|~No Transactions Match These Filters~|~ఈ ఫిల్టర్లకు సరిపోయే లావాదేవీలు లేవు
no_transactions_recorded_yet~|~No transactions recorded yet.~|~ఇంకా లావాదేవీలు నమోదు కాలేదు.
no_transactions_yet~|~No transactions yet.~|~ఇంకా లావాదేవీలు లేవు.
no_transfers_note~|~No transfers — {title}.~|~బదిలీలు లేవు — {title}.
no_village_on_file~|~No village on file~|~గ్రామం నమోదు కాలేదు
no_villages_found_for_pin~|~No villages found for that PIN.~|~ఆ పిన్ కోడ్‌కు గ్రామాలు కనుగొనబడలేదు.
no_villages_found_for_search~|~No villages found by that name.~|~ఆ పేరుతో గ్రామాలు కనిపించలేదు.
no_withdrawals_recorded_yet~|~No withdrawals recorded yet.~|~ఇంకా ఉపసంహరణలు నమోదు కాలేదు.
nobody_due_today~|~Nobody due today.~|~ఈరోజు ఎవరూ బకాయి లేరు.
nobody_in_this_stage_yet~|~Nobody in this business holds this role yet.~|~ఈ వ్యాపారంలో ఇంకా ఎవరూ ఈ పాత్రలో లేరు.
none~|~None~|~ఏదీ లేదు
normal~|~Normal~|~సాధారణం
not_a_member_of_business~|~Not a member of this business.~|~ఈ వ్యాపారంలో సభ్యుడు కాదు.
not_available_for_business~|~Not Available for This Business~|~ఈ వ్యాపారానికి అందుబాటులో లేదు
not_blocked~|~Not Blocked~|~బ్లాక్ చేయబడలేదు
not_found_note~|~No one found with that Phone / Aadhaar / MANA LINE ID / Name. Check the value, or use "Add Customer" to register a new person.~|~ఆ ఫోన్ / ఆధార్ / మానా లైన్ ఐడి / పేరుతో ఎవరూ కనుగొనబడలేదు. విలువను తనిఖీ చేయండి, లేదా కొత్త వ్యక్తిని నమోదు చేయడానికి "కస్టమర్ జోడించండి" ఉపయోగించండి.
not_in_any_operating_area~|~Not in any operating area~|~ఏ ఆపరేటింగ్ ప్రాంతంలోనూ లేదు
not_now~|~Not Now~|~ఇప్పుడు కాదు
not_on_this_book_yet~|~Not on this book yet.~|~ఇంకా ఈ పుస్తకంలో లేరు.
not_recovered_since~|~Not collected since~|~నుండి వసూలు కాలేదు
not_verified~|~Not Verified~|~ధృవీకరించలేదు
not_visible~|~Not Visible~|~కనిపించదు
note_optional~|~Note (Optional)~|~గమనిక (ఐచ్ఛికం)
note_optional_field~|~Note (optional)~|~గమనిక (ఐచ్ఛికం)
nothing_collected~|~Nothing Collected~|~ఏమీ వసూలు కాలేదు
nothing_distributed_yet~|~Nothing distributed yet.~|~ఇంకా ఏమీ పంపిణీ చేయలేదు.
nothing_else_to_report~|~Nothing else to report.~|~నివేదించడానికి మరేమీ లేదు.
nothing_entered_for_this_village_yet~|~Nothing entered for this village yet.~|~ఈ గ్రామానికి ఇంకా ఏమీ నమోదు కాలేదు.
nothing_has_been_deleted~|~Nothing has been deleted.~|~ఏదీ తొలగించబడలేదు.
nothing_imported_note~|~Nothing was imported. {count} rows need fixing:~|~ఏదీ దిగుమతి కాలేదు. {count} వరుసలు సరిచేయాలి:
nothing_needs_attention~|~Nothing needs attention right now.~|~ప్రస్తుతం దేనికీ శ్రద్ధ అవసరం లేదు.
nothing_recorded_this_day_yet~|~Nothing recorded this day yet.~|~ఈ రోజు ఇంకా ఏమీ నమోదు కాలేదు.
nothing_to_correct~|~There is no collection entry here to correct.~|~ఇక్కడ సవరించడానికి వసూలు నమోదు ఏదీ లేదు.
nothing_waiting_note~|~Nothing is waiting on you.~|~మీ కోసం ఏమీ వేచి లేదు.
nothing_yet_today~|~Nothing yet today.~|~ఈరోజు ఇంకా ఏమీ లేదు.
notifications~|~Notifications~|~నోటిఫికేషన్‌లు
november~|~November~|~నవంబర్
occupation~|~Occupation~|~వృత్తి
october~|~October~|~అక్టోబర్
offered_to_you~|~Offered to You~|~మీకు ఆఫర్ చేయబడింది
old_mlid_note~|~Old MLID: {mlid}~|~పాత MLID: {mlid}
on_file_tap_add_another~|~On file — tap to add another~|~ఫైల్‌లో ఉంది — మరొకటి జోడించడానికి నొక్కండి
only_active_investors_note~|~Only Active investors can have new investments recorded (current status: {status}).~|~యాక్టివ్ పెట్టుబడిదారులకు మాత్రమే కొత్త పెట్టుబడులు నమోదు చేయవచ్చు (ప్రస్తుత స్థితి: {status}).
only_areas_enabled~|~Only areas enabled by your Owner are shown. Select one or more to start today's Business Session.~|~మీ యజమాని ప్రారంభించిన ప్రాంతాలు మాత్రమే చూపబడతాయి. నేటి వ్యాపార సెషన్ ప్రారంభించడానికి ఒకటి లేదా అంతకంటే ఎక్కువ ఎంచుకోండి.
only_removed_areas_note~|~None being worked. {count} removed area(s) are kept for their past accounts. Add one above to start collecting again.~|~ఏదీ పని చేయబడటం లేదు. {count} తీసివేసిన ప్రాంతాలు వాటి గత ఖాతాల కోసం ఉంచబడ్డాయి. మళ్లీ వసూలు ప్రారంభించడానికి పైన ఒకటి జోడించండి.
open~|~Open~|~తెరిచి ఉంది
open_customer_to_lend_note~|~Open this customer from the customer list to lend to them.~|~వారికి రుణం ఇవ్వడానికి కస్టమర్ జాబితా నుండి ఈ కస్టమర్‌ను తెరవండి.
open_label~|~Open~|~తెరవండి
open_status~|~Open~|~తెరిచి ఉంది
open_target_not_available~|~Open target not available in this build yet.~|~ఈ బిల్డ్‌లో ఓపెన్ టార్గెట్ ఇంకా అందుబాటులో లేదు.
opening_balance~|~Opening Balance~|~ప్రారంభ నిల్వ
opening_balance_bf~|~Opening Balance (BF)~|~ప్రారంభ నిల్వ (BF)
opening_bf~|~Opening (BF)~|~ప్రారంభ (BF)
opening_bf_for_session~|~Opening BF for This Session~|~ఈ సెషన్ కోసం ప్రారంభ BF
opening_cash_for_the_day~|~Cash Carried Into This Day~|~ఈ రోజుకు తెచ్చిన నగదు
opening_gap_note~|~{count} × {amount} would be {implied}. The gap is the dividend you have already earned — enter what you actually paid.~|~{count} × {amount} అయితే {implied} అవుతుంది. ఆ తేడా మీరు ఇప్పటికే సంపాదించిన డివిడెండ్ — మీరు నిజంగా చెల్లించినది నమోదు చేయండి.
opening_matches_note~|~Matches {count} × {amount}.~|~{count} × {amount}తో సరిపోలుతుంది.
operating_area_intro_note~|~An operating area is one round, covering as many villages as the round actually walks. Name it, add its first village here, then attach the rest from the area itself.~|~పని ప్రాంతం అంటే ఒక రౌండ్, అది నిజంగా నడిచే గ్రామాలన్నింటినీ కవర్ చేస్తుంది. దానికి పేరు పెట్టి, ఇక్కడ మొదటి గ్రామాన్ని జోడించి, తర్వాత మిగిలినవి ఆ ప్రాంతం నుండే జోడించండి.
operating_areas~|~Operating Areas~|~పని ప్రాంతాలు
optional_needed_for_sms~|~Optional, but needed for SMS/OTP~|~ఐచ్ఛికం, కానీ SMS/OTP కోసం అవసరం
or_separator~|~— OR —~|~— లేదా —
original_principal_amount~|~Original Principal Amount~|~అసలు మూల మొత్తం
original_start_date~|~Original Start Date~|~అసలు ప్రారంభ తేదీ
other~|~Other~|~ఇతర
other_business_memberships~|~Other Business Memberships~|~ఇతర వ్యాపార సభ్యత్వాలు
otp_not_sent_tap_resend~|~We could not send your code. Tap Resend Otp to try again.~|~మేము మీ కోడ్‌ను పంపలేకపోయాము. మళ్లీ ప్రయత్నించడానికి "ఓటీపీ మళ్లీ పంపు" నొక్కండి.
otp_terms_acceptance~|~OTP Verification · Terms Acceptance~|~OTP ధృవీకరణ · నిబంధనల అంగీకారం
outstanding~|~Outstanding~|~బాకీ
outstanding_amount~|~Outstanding Amount~|~బాకీ మొత్తం
outstanding_balance~|~Outstanding Balance~|~బాకీ నిల్వ
outstanding_of_principal_note~|~Outstanding {outstanding} of {principal}~|~{principal}లో {outstanding} బాకీ
outstanding_rules~|~Outstanding Rules~|~బాకీ నియమాలు
overall_difference_note~|~Overall Difference: {amount}~|~మొత్తం తేడా: {amount}
overview~|~Overview~|~అవలోకనం
owed_back_to_investors~|~Owed back to investors~|~పెట్టుబడిదారులకు తిరిగి చెల్లించవలసినది
owner~|~Owner~|~యజమాని
owner_agent_removal_warning~|~You will no longer be able to collect for this business yourself. You can add yourself back as an agent at any time.~|~మీరు ఇకపై ఈ వ్యాపారానికి స్వయంగా వసూలు చేయలేరు. మీరు ఎప్పుడైనా మిమ్మల్ని తిరిగి ఏజెంట్‌గా జోడించుకోవచ్చు.
owner_bf~|~Owner BF~|~యజమాని BF
owner_bf_current~|~Owner BF, Current~|~యజమాని BF, ప్రస్తుతం
owner_captured~|~Owner Captured~|~యజమాని తీసుకున్నవి
owner_cash_in_hand~|~Owner Cash In Hand~|~యజమాని వద్ద నగదు
owner_must_resolve_note~|~Owner must resolve — correct a mis-entered Actual figure above, or record a Short/Excess adjustment, then Recalculate.~|~యజమాని పరిష్కరించాలి — పైన తప్పుగా నమోదైన వాస్తవ సంఖ్యను సరిచేయండి, లేదా తక్కువ/అధిక సర్దుబాటును నమోదు చేసి, తిరిగి లెక్కించండి.
owner_not_assigned_bf~|~Owner has not assigned an Opening BF for this session yet. Please contact your Owner.~|~యజమాని ఇంకా ఈ సెషన్ కోసం ప్రారంభ BF కేటాయించలేదు. దయచేసి మీ యజమానిని సంప్రదించండి.
owner_steps_required_note~|~Photo, address and at least one identity document are required first.~|~ముందుగా ఫోటో, చిరునామా మరియు కనీసం ఒక గుర్తింపు పత్రం అవసరం.
owner_verified~|~Owner Verified~|~యజమాని ధృవీకరించారు
paid~|~Paid~|~చెల్లించబడింది
paid_by~|~Paid By~|~చెల్లించినవారు
paid_in~|~Paid in~|~చెల్లించినది
paid_interest_extra~|~ (+ {amount} interest on unpaid gap)~|~ (+ చెల్లించని వ్యవధిపై {amount} వడ్డీ)
paid_note~|~Paid: {amount} on {date}~|~చెల్లించినది: {amount}, {date}న
paid_short_note~|~Paid: {amount}~|~చెల్లించినది: {amount}
paid_the_full_instalment~|~Paid The Full Instalment~|~పూర్తి వాయిదా చెల్లించారు
partial~|~Partial~|~పాక్షికం
password~|~Password~|~పాస్‌వర్డ్
password_field~|~Password *~|~పాస్‌వర్డ్ *
password_helper~|~At least 8 characters, with letters and numbers.~|~కనీసం 8 అక్షరాలు, అక్షరాలు మరియు అంకెలతో.
password_helper_short~|~At least 8 characters.~|~కనీసం 8 అక్షరాలు.
password_pin~|~Password / PIN~|~పాస్‌వర్డ్ / పిన్
password_updated_note~|~Password updated — please log in~|~పాస్‌వర్డ్ నవీకరించబడింది — దయచేసి లాగిన్ చేయండి
pay~|~Pay~|~చెల్లించు
pay_out~|~Pay Out~|~చెల్లించండి
pay_out_confirm_note~|~Pay {amount}? It comes out of unpaid interest first, then principal.~|~{amount} చెల్లించాలా? ఇది ముందుగా చెల్లించని వడ్డీ నుండి, ఆ తర్వాత అసలు నుండి తీసుకోబడుతుంది.
pay_out_withdrawal~|~Pay Out Withdrawal~|~ఉపసంహరణ చెల్లించండి
pay_via_upi~|~Pay Via UPI~|~UPI ద్వారా చెల్లించండి
payer~|~Payer~|~చెల్లింపుదారు
payment~|~Payment~|~చెల్లింపు
payment_amount~|~Payment Amount~|~చెల్లింపు మొత్తం
payment_amount_field~|~Payment Amount *~|~చెల్లింపు మొత్తం *
payment_confirmed~|~Payment Confirmed~|~చెల్లింపు నిర్ధారించబడింది
payment_could_not_be_confirmed~|~Payment Could Not Be Confirmed~|~చెల్లింపు నిర్ధారించలేకపోయింది
payment_history~|~Payment History~|~చెల్లింపు చరిత్ర
payment_submitted~|~Payment Submitted~|~చెల్లింపు సమర్పించబడింది
penalty~|~Penalty~|~జరిమానా
